Vendor,Category,Item,Price,Origin
CryptoDealer638,Drugs/Opioids/Fentanyl,Research Chemical Quality Fent 5g,2.363522 BTC,Canada
QuickMaster491,Drugs/Opioids/Oxycodone,Premium Percs 1ct,5.602745 BTC,India
GreenDealer162,Drugs/Cannabis/Hash,Premium Quality Product 10g,5.09579 BTC,Europe
BlackMarket588,Drugs/Psychedelics/DMT,Extracted Verified DMT 250g,1.012244 BTC,Netherlands
AlphaDirect701,Drugs/Psychedelics/Mushrooms,Quality Cubensis 25g,0.384505 BTC,No Info
ShadowVendor954,Drugs/Opioids/Heroin,Brown Pure Dope 100g,3.104451 BTC,Netherlands
UltraLab620,Drugs/Cannabis/Edibles,Quality Grade-A Items 5ct,4.124754 BTC,Canada
DeltaMarket608,Drugs/Stimulants/Cocaine,Fishscale Premium Coke 7g,3.717354 BTC,Canada
SilentMarket189,Drugs/Psychedelics/DMT,Verified Spice 100g,3.587235 BTC,Spain
CryptoLab868,Drugs/Ecstasy/Pills,Grade-A Ecstasy Tabs 28ct,5.368881 BTC,India
ShadowDealer416,Drugs/Dissociatives/Ketamine,Premium K Powder 2g,5.922035 BTC,China
DeltaMarket608,Drugs/Psychedelics/DMT,Verified Spice 28g,0.623018 BTC,Belgium
SilentMarket838,Drugs/Prescription/Xanax,Authentic Lab Xanax 7ct,1.476714 BTC,Canada
VenomSource928,Drugs/Ecstasy/Pills,Verified Ecstasy Tabs 50ct,5.048478 BTC,Australia
VenomVendor269,Drugs/Cannabis/Hash,Tested Quantity 50g,4.010332 BTC,Germany
SpeedMarket519,Drugs/Cannabis/Weed,Quality Premium Items 25ct,8.304991 BTC,No Info
GreenMarket125,Drugs/Psychedelics/Mushrooms,Premium Cubensis 25g,6.149552 BTC,USA/Europe
PharmaDirect770,Drugs/Stimulants/Meth,Ice Verified Crystal 5g,3.977508 BTC,Switzerland
VenomVendor269,Drugs/Prescription/Xanax,Pressed Pure Xanax 100ct,2.760745 BTC,Switzerland
QuickDirect928,Drugs/Prescription/Xanax,Pressed Verified Xanax 7ct,2.754588 BTC,Poland
AlphaStore132,Drugs/Cannabis/Edibles,Premium Quantity 7g,1.287909 BTC,China
AlphaStore95,Drugs/Opioids/Oxycodone,Premium Percs 28ct,0.728672 BTC,UK
UltraDirect809,Drugs/Stimulants/Cocaine,Fishscale Premium Coke 28g,3.448857 BTC,India
SpeedShop481,Drugs/Opioids/Fentanyl,Pure Fentanyl Powder 14g,7.024046 BTC,India
BlueStore943,Drugs/Stimulants/Cocaine,Fishscale Lab Coke 10g,1.45345 BTC,Belgium
EliteShop410,Drugs/Opioids/Heroin,High Quality Pure Heroin 1g,5.244617 BTC,India
VenomPro997,Drugs/Stimulants/Cocaine,Grade-A Blow 1g,2.964363 BTC,Canada
BlackMarket588,Drugs/Stimulants/Speed,Quality Tested Amphetamine 100g,0.905059 BTC,India
SwiftDealer556,Drugs/Dissociatives/Ketamine,Research Grade Lab Ketamine 10g,6.463622 BTC,France
BlueKing295,Drugs/Psychedelics/DMT,Extracted Quality DMT 250g,0.902706 BTC,Germany
SilentMaster997,Drugs/Dissociatives/Ketamine,Research Grade Lab Ketamine 7g,7.622432 BTC,China
StealthVendor191,Drugs/Prescription/Tramadol,Generic Lab Ultram 1ct,3.426789 BTC,Poland
SwiftStore884,Drugs/Prescription/Xanax,Premium Benzo 14ct,1.436211 BTC,Australia
SpeedMarket271,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 2g,2.734502 BTC,India
SwiftExpert794,Drugs/Psychedelics/DMT,Crystal Pure DMT 7g,2.446128 BTC,Czech Republic
DeltaStore687,Fraud/Documents,Pure License Replica,2.113062 BTC,Australia
GhostLab755,Drugs/Stimulants/Cocaine,High Purity Premium Cocaine 25g,1.763915 BTC,USA
DeltaMarket608,Fraud/Documents,Counterfeit Premium Passport,2.527626 BTC,No Info
KingLab317,Drugs/Psychedelics/LSD,Grade-A Liquid LSD 10ml,2.13992 BTC,Czech Republic
AlphaKing870,Drugs/Prescription/Adderall,Tested Amphetamine Salts 50ct,4.605823 BTC,Spain
SpeedMarket519,Drugs/Dissociatives/Ketamine,Premium K Powder 1g,1.373742 BTC,China
PureStore440,Drugs/Cannabis/Weed,Premium Lab Product 500g,4.441396 BTC,USA/Europe
PureMarket224,Digital/Hacking,Compromised Premium Database,1.9269 BTC,France
SwiftKing346,Drugs/Cannabis/Weed,Quality Quality Items 10ct,1.187695 BTC,Belgium
EliteShop410,Drugs/Cannabis/Edibles,Premium Lab Product 500g,3.182292 BTC,Worldwide
AlphaVendor354,Digital/Hacking,Hacked Grade-A Account,3.036483 BTC,Spain
BlackShop465,Drugs/Psychedelics/DMT,Quality Spice 100g,1.336017 BTC,Australia
AlphaDealer746,Drugs/Ecstasy/MDMA,Lab Ecstasy Crystals 50g,1.850375 BTC,Europe
SpeedMarket519,Drugs/Prescription/Adderall,Premium Amphetamine Salts 10ct,2.316331 BTC,Netherlands
SwiftKing346,Drugs/Ecstasy/MDMA,Crystal Quality MDMA 250g,0.113322 BTC,Australia
ShadowVendor954,Drugs/Cannabis/Hash,Quality Grade-A Items 500ct,2.764842 BTC,India
PureMarket224,Drugs/Prescription/Xanax,Authentic Quality Xanax 10ct,3.253732 BTC,Australia
UltraVendor891,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 14g,0.411763 BTC,India
VenomLab764,Drugs/Ecstasy/Pills,Blue Lab Press 2ct,1.808536 BTC,UK
SwiftDealer556,Drugs/Ecstasy/Pills,Lab Ecstasy Tabs 100ct,1.200043 BTC,Worldwide
QuickSource60,Drugs/Ecstasy/MDMA,Verified Ecstasy Crystals 5g,5.757852 BTC,Spain
SpeedShop526,Drugs/Psychedelics/Mushrooms,Verified Cubensis 50g,3.033502 BTC,USA
AlphaStore95,Drugs/Opioids/Oxycodone,Lab Percs 10ct,1.136051 BTC,Australia
StealthPro162,Drugs/Cannabis/Weed,Pure Quantity 2g,8.577456 BTC,China
StealthKing618,Drugs/Dissociatives/Ketamine,Verified K Powder 50g,2.25483 BTC,France
UltraSource684,Drugs/Psychedelics/Mushrooms,Dried Tested Shrooms 7g,0.693832 BTC,UK
CryptoLab868,Drugs/Prescription/Tramadol,Generic Quality Ultram 5ct,0.275179 BTC,USA
PureStore440,Fraud/Documents,Grade-A License Replica,3.023195 BTC,USA/Europe
GreenMarket125,Drugs/Psychedelics/Mushrooms,Tested Cubensis 100g,2.791925 BTC,Spain
StealthKing618,Drugs/Psychedelics/Mushrooms,Dried Quality Shrooms 500g,1.217047 BTC,Europe
DarkExpert536,Drugs/Dissociatives/Ketamine,Lab K Powder 100g,1.365195 BTC,France
DeltaStore687,Drugs/Prescription/Tramadol,Premium Tramadol 7ct,2.650287 BTC,Germany
KingKing458,Drugs/Cannabis/Edibles,Pure Quantity 250g,3.377387 BTC,Poland
VenomLab764,Drugs/Psychedelics/LSD,High-Dose Quality Tabs 10ct,4.095439 BTC,Poland
StealthVendor191,Drugs/Ecstasy/MDMA,Lab Ecstasy Crystals 1g,4.457611 BTC,Belgium
UltraKing555,Drugs/Ecstasy/MDMA,Verified Ecstasy Crystals 5g,1.37232 BTC,Australia
OmegaDirect105,Drugs/Ecstasy/MDMA,Pure Verified Molly 100g,2.806873 BTC,Poland
OmegaKing43,Digital/Hacking,Hacked Premium Account,2.3364 BTC,Czech Republic
GreenDealer162,Fraud/Documents,Fake Lab ID,3.741879 BTC,Canada
PharmaSource313,Drugs/Opioids/Oxycodone,Verified Percs 10ct,1.751972 BTC,Netherlands
SpeedShop526,Drugs/Psychedelics/Mushrooms,Psilocybin Pure Mushrooms 250g,4.220457 BTC,No Info
DarkBoss582,Drugs/Psychedelics/LSD,Pure LSD Blotters 50ct,4.359467 BTC,Poland
SpeedShop526,Drugs/Prescription/Adderall,Quality Amphetamine Salts 500ct,3.61692 BTC,Netherlands
OmegaKing43,Drugs/Opioids/Fentanyl,Premium Fentanyl Powder 5g,3.364273 BTC,Poland
SpeedMarket271,Drugs/Opioids/Heroin,High Quality Premium Heroin 1g,1.454324 BTC,Australia
QuickDealer552,Drugs/Cannabis/Edibles,Verified Quantity 14g,3.500039 BTC,Netherlands
SwiftDealer556,Drugs/Prescription/Xanax,Authentic Verified Xanax 100ct,3.77643 BTC,Spain
SwiftDealer556,Drugs/Prescription/Xanax,Premium Benzo 1ct,3.474996 BTC,Australia
RedLab835,Drugs/Prescription/Adderall,Grade-A Amphetamine Salts 50ct,4.568297 BTC,No Info
PharmaExpert186,Fraud/Documents,Lab License Replica,3.45491 BTC,Switzerland
CryptoDealer638,Drugs/Psychedelics/Mushrooms,Psilocybin Premium Mushrooms 2g,1.703226 BTC,USA/Europe
QuickSource60,Drugs/Prescription/Adderall,Pure Amphetamine Salts 250ct,1.324705 BTC,Worldwide
AlphaDirect701,Drugs/Opioids/Heroin,Quality Heroin 1g,1.944044 BTC,India
VenomLab764,Drugs/Cannabis/Hash,Grade-A Quantity 500g,0.676571 BTC,Germany
EliteShop410,Digital/Hacking,Compromised Tested Database,2.497624 BTC,Europe
UltraKing555,Drugs/Stimulants/Speed,Verified Speed Paste 250g,4.08117 BTC,USA
UltraLab620,Drugs/Psychedelics/LSD,Lab LSD Blotters 7ct,0.996497 BTC,UK
GreenDealer162,Drugs/Ecstasy/Pills,Tested Ecstasy Tabs 1ct,0.594807 BTC,Netherlands
SpeedDealer285,Drugs/Psychedelics/LSD,Tested LSD Blotters 25ct,3.032086 BTC,Europe
SwiftStore705,Digital/Hacking,Compromised Premium Database,1.039261 BTC,Spain
EliteDealer235,Drugs/Stimulants/Cocaine,Fishscale Verified Coke 2g,2.034815 BTC,Europe
PureStore440,Drugs/Cannabis/Edibles,Premium Quantity 1g,2.640119 BTC,Poland
AlphaMaster277,Drugs/Opioids/Heroin,Tested Heroin 500g,9.702316 BTC,India
GreenExpert605,Drugs/Opioids/Fentanyl,Quality Fentanyl Powder 14g,0.980948 BTC,China
UltraVendor891,Drugs/Ecstasy/Pills,Tested MDMA Pressed Pills 2ct,3.32216 BTC,France
QuickMaster491,Drugs/Opioids/Fentanyl,Research Chemical Grade-A Fent 100g,3.391163 BTC,Poland
QuickKing639,Drugs/Cannabis/Edibles,Premium Lab Product 2g,1.952922 BTC,Poland
BluePro475,Drugs/Prescription/Adderall,Verified Amphetamine Salts 5ct,1.115394 BTC,India
PharmaBoss522,Drugs/Ecstasy/Pills,Lab Ecstasy Tabs 7ct,3.760935 BTC,Canada
AlphaStore132,Drugs/Stimulants/Speed,Lab Speed Paste 100g,3.358424 BTC,Canada
SilentPro922,Drugs/Cannabis/Weed,Premium Lab Product 10g,4.89574 BTC,Worldwide
SpeedVendor287,Drugs/Prescription/Tramadol,Tested Tramadol 2ct,1.793128 BTC,France
DarkBoss582,Drugs/Dissociatives/Ketamine,Grade-A K Powder 7g,6.380472 BTC,India
DarkShop818,Fraud/Documents,Counterfeit Quality Passport,2.655309 BTC,France
SwiftExpert794,Drugs/Opioids/Fentanyl,Pure Fentanyl Powder 28g,2.32273 BTC,Spain
AlphaKing463,Drugs/Prescription/Xanax,Authentic Lab Xanax 5ct,2.003529 BTC,Switzerland
StealthVendor191,Drugs/Cannabis/Edibles,Premium Tested Product 7g,3.584254 BTC,USA
UltraDirect809,Drugs/Cannabis/Edibles,Premium Lab Product 500g,4.675107 BTC,Worldwide
PharmaDirect770,Drugs/Cannabis/Edibles,Premium Grade-A Product 250g,4.263107 BTC,USA
AlphaDirect701,Drugs/Stimulants/Cocaine,High Purity Tested Cocaine 14g,5.610769 BTC,Europe
GreenDealer162,Drugs/Ecstasy/Pills,Lab Ecstasy Tabs 1ct,3.86735 BTC,Germany
EliteShop410,Drugs/Prescription/Adderall,Grade-A Amphetamine Salts 2ct,2.195006 BTC,No Info
SwiftExpert794,Drugs/Dissociatives/Ketamine,Research Grade Premium Ketamine 5g,0.155549 BTC,China
PharmaSource313,Drugs/Ecstasy/Pills,Blue Quality Press 50ct,4.326458 BTC,Canada
StealthKing618,Digital/Hacking,Compromised Lab Database,5.400509 BTC,Poland
SwiftStore705,Drugs/Stimulants/Meth,Ice Pure Crystal 100g,2.023973 BTC,Worldwide
PharmaSource204,Fraud/Documents,Fake Verified ID,2.310829 BTC,Australia
SpeedVendor287,Drugs/Psychedelics/Mushrooms,Psilocybin Tested Mushrooms 100g,5.069705 BTC,Spain
OmegaKing43,Drugs/Cannabis/Edibles,Pure Quantity 1g,4.597327 BTC,Worldwide
BlueKing295,Drugs/Psychedelics/Mushrooms,Psilocybin Tested Mushrooms 5g,1.480053 BTC,Canada
SpeedShop481,Drugs/Prescription/Tramadol,Generic Lab Ultram 500ct,1.991704 BTC,Czech Republic
QuickMaster491,Drugs/Stimulants/Speed,Crystal Grade-A Speed 1g,3.3098 BTC,Belgium
AlphaDealer746,Drugs/Prescription/Tramadol,Generic Tested Ultram 1ct,2.807726 BTC,Czech Republic
SwiftStore884,Drugs/Opioids/Heroin,Brown Premium Dope 28g,2.660602 BTC,Spain
VenomPro997,Drugs/Dissociatives/Ketamine,Grade-A K Powder 250g,3.116886 BTC,Germany
RedLab835,Fraud/Documents,Fake Quality ID,7.718514 BTC,Canada
StealthKing618,Drugs/Prescription/Xanax,Pressed Verified Xanax 500ct,2.596204 BTC,China
UltraSource684,Drugs/Stimulants/Cocaine,High Purity Lab Cocaine 500g,8.192138 BTC,Spain
SilentBoss239,Drugs/Psychedelics/DMT,Pure Spice 25g,2.976914 BTC,Belgium
StealthVendor191,Drugs/Ecstasy/Pills,Lab MDMA Pressed Pills 2ct,0.574991 BTC,Belgium
VenomLab714,Drugs/Cannabis/Weed,Premium Tested Product 5g,5.504855 BTC,Spain
CryptoLab868,Drugs/Ecstasy/MDMA,Quality Ecstasy Crystals 5g,1.990581 BTC,China
RedMarket810,Drugs/Prescription/Xanax,Lab Benzo 50ct,1.170501 BTC,Australia
UltraLab620,Drugs/Opioids/Fentanyl,Research Chemical Grade-A Fent 500g,2.398596 BTC,Europe
DarkShop818,Drugs/Ecstasy/Pills,Grade-A MDMA Pressed Pills 10ct,0.041776 BTC,Czech Republic
StealthVendor191,Drugs/Psychedelics/Mushrooms,Psilocybin Pure Mushrooms 5g,2.550542 BTC,Germany
KingDirect228,Drugs/Cannabis/Edibles,Lab Quantity 10g,1.815894 BTC,UK
PureVendor480,Drugs/Opioids/Heroin,High Quality Quality Heroin 2g,3.606868 BTC,USA/Europe
SilentMarket838,Drugs/Prescription/Adderall,Authentic Quality Adderall 50ct,3.91866 BTC,India
PharmaDirect647,Drugs/Stimulants/Speed,Quality Tested Amphetamine 2g,1.401486 BTC,UK
StealthPro162,Drugs/Psychedelics/LSD,Grade-A LSD Blotters 7ct,0.580617 BTC,No Info
SecureBoss844,Drugs/Stimulants/Meth,Ice Tested Crystal 250g,0.161249 BTC,Spain
StealthKing618,Drugs/Ecstasy/MDMA,Crystal Grade-A MDMA 5g,2.652344 BTC,India
SpeedMarket271,Drugs/Stimulants/Speed,Crystal Premium Speed 7g,3.546356 BTC,Switzerland
DeltaMarket543,Drugs/Psychedelics/LSD,Pure Liquid LSD 14ml,3.188777 BTC,Netherlands
SpeedMarket529,Drugs/Dissociatives/Ketamine,Research Grade Verified Ketamine 50g,3.312345 BTC,China
EliteDealer235,Drugs/Psychedelics/DMT,Crystal Quality DMT 1g,3.019212 BTC,Spain
PureMarket224,Drugs/Ecstasy/Pills,Blue Lab Press 7ct,3.293008 BTC,Switzerland
VenomSource928,Drugs/Psychedelics/DMT,Verified Spice 500g,2.742533 BTC,USA
SpeedVendor287,Drugs/Stimulants/Cocaine,Tested Blow 100g,1.200148 BTC,France
VenomVendor269,Drugs/Prescription/Adderall,Authentic Pure Adderall 28ct,6.49579 BTC,Switzerland
UltraSource684,Drugs/Stimulants/Cocaine,High Purity Premium Cocaine 500g,4.092534 BTC,Canada
SpeedMarket271,Drugs/Opioids/Oxycodone,Authentic Tested Oxy 10ct,1.465328 BTC,Europe
UltraLab266,Drugs/Prescription/Tramadol,Verified Tramadol 28ct,2.773178 BTC,Canada
VenomVendor269,Drugs/Opioids/Fentanyl,Research Chemical Lab Fent 5g,0.300953 BTC,China
PureVendor480,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 25g,1.6852 BTC,Europe
StealthPro162,Digital/Hacking,Hacked Pure Account,3.244084 BTC,China
VenomPro997,Drugs/Stimulants/Meth,Ice Tested Crystal 250g,0.688432 BTC,No Info
QuickDealer552,Drugs/Stimulants/Meth,Premium Methamphetamine 28g,5.371712 BTC,Belgium
SwiftDealer556,Drugs/Ecstasy/Pills,Verified Ecstasy Tabs 500ct,1.834578 BTC,Spain
ShadowVendor173,Drugs/Opioids/Heroin,Brown Verified Dope 1g,4.659254 BTC,UK
GreenExpert605,Drugs/Opioids/Heroin,Verified Heroin 5g,0.506961 BTC,Switzerland
BlackShop465,Drugs/Opioids/Heroin,Pure Heroin 5g,1.883468 BTC,China
VenomPro997,Drugs/Stimulants/Meth,Ice Grade-A Crystal 25g,2.335038 BTC,Australia
StealthShop752,Drugs/Stimulants/Meth,Tested Methamphetamine 1g,3.240398 BTC,Worldwide
BlackBoss982,Drugs/Opioids/Fentanyl,Premium Fentanyl Powder 100g,3.483802 BTC,Worldwide
UltraLab620,Drugs/Opioids/Oxycodone,Grade-A Percs 50ct,2.19429 BTC,USA/Europe
VenomLab714,Drugs/Psychedelics/DMT,Extracted Premium DMT 50g,3.996156 BTC,India
SilentBoss239,Drugs/Prescription/Adderall,Authentic Tested Adderall 14ct,0.098569 BTC,Australia
SpeedDealer285,Drugs/Cannabis/Weed,Quality Tested Items 500ct,0.261681 BTC,UK
DeltaStore687,Drugs/Cannabis/Hash,Grade-A Quantity 1g,2.697749 BTC,France
GhostLab755,Drugs/Ecstasy/Pills,Grade-A MDMA Pressed Pills 2ct,2.782307 BTC,USA/Europe
EliteShop410,Drugs/Stimulants/Meth,Premium Tested Meth 50g,2.916582 BTC,UK
GreenDealer162,Drugs/Opioids/Fentanyl,Research Chemical Quality Fent 14g,6.413699 BTC,India
PureStore440,Fraud/Documents,Lab License Replica,0.722888 BTC,Netherlands
SwiftKing346,Drugs/Opioids/Heroin,Brown Quality Dope 14g,0.604833 BTC,USA/Europe
SilentBoss239,Drugs/Prescription/Adderall,Quality Amphetamine Salts 250ct,2.295736 BTC,Belgium
EliteDealer235,Drugs/Prescription/Adderall,Quality Amphetamine Salts 14ct,0.775999 BTC,No Info
GreenMarket125,Drugs/Psychedelics/LSD,Grade-A Liquid LSD 250ml,1.937812 BTC,France
AlphaStore95,Drugs/Psychedelics/Mushrooms,Dried Lab Shrooms 14g,0.884561 BTC,No Info
AlphaDirect701,Drugs/Opioids/Oxycodone,Tested Percs 50ct,2.897252 BTC,Czech Republic
SpeedShop526,Drugs/Prescription/Adderall,Authentic Premium Adderall 2ct,1.012976 BTC,Germany
SilentBoss239,Drugs/Stimulants/Meth,Premium Lab Meth 28g,2.211475 BTC,India
SwiftStore705,Drugs/Opioids/Heroin,Brown Premium Dope 5g,3.632729 BTC,Canada
KingBoss990,Drugs/Psychedelics/Mushrooms,Pure Cubensis 100g,2.880227 BTC,Europe
SpeedShop481,Fraud/Documents,Lab License Replica,2.072369 BTC,Czech Republic
AlphaMaster277,Drugs/Opioids/Oxycodone,Pure Percs 14ct,4.102383 BTC,Canada
KingLab317,Drugs/Ecstasy/Pills,Blue Tested Press 14ct,4.326781 BTC,Europe
SilentVendor726,Drugs/Cannabis/Hash,Premium Lab Product 5g,3.304534 BTC,France
SilentMarket838,Drugs/Psychedelics/Mushrooms,Pure Cubensis 500g,2.91343 BTC,France
AlphaStore95,Drugs/Opioids/Heroin,High Quality Verified Heroin 250g,2.109281 BTC,Canada
SpeedMarket271,Drugs/Cannabis/Hash,Premium Verified Product 25g,0.648408 BTC,China
EliteMaster689,Digital/Hacking,Compromised Premium Database,3.686474 BTC,India
SilentPro922,Drugs/Stimulants/Meth,Ice Tested Crystal 100g,0.601859 BTC,Poland
StealthKing618,Drugs/Stimulants/Meth,Ice Grade-A Crystal 28g,2.531067 BTC,France
SpeedMarket519,Drugs/Stimulants/Cocaine,Fishscale Verified Coke 1g,1.79579 BTC,UK
GreenMarket125,Drugs/Ecstasy/Pills,Blue Verified Press 50ct,3.789722 BTC,Worldwide
ShadowVendor954,Drugs/Prescription/Xanax,Pressed Premium Xanax 50ct,3.633198 BTC,Worldwide
CryptoDirect666,Drugs/Psychedelics/DMT,Pure Spice 250g,2.290001 BTC,USA
SpeedShop526,Fraud/Documents,Fake Pure ID,1.032158 BTC,Australia
SpeedShop526,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 1g,2.431364 BTC,Europe
GreenMarket125,Drugs/Prescription/Xanax,Pressed Pure Xanax 25ct,3.744796 BTC,Worldwide
EliteShop410,Drugs/Cannabis/Weed,Tested Quantity 50g,3.160377 BTC,Poland
AlphaStore354,Drugs/Opioids/Oxycodone,Authentic Pure Oxy 2ct,0.928086 BTC,India
EliteShop410,Drugs/Psychedelics/DMT,Crystal Lab DMT 1g,1.25246 BTC,Czech Republic
QuickPro135,Drugs/Prescription/Xanax,Authentic Lab Xanax 500ct,2.501414 BTC,Poland
UltraKing555,Drugs/Prescription/Adderall,Quality Amphetamine Salts 10ct,2.662626 BTC,Europe
CryptoDirect666,Drugs/Cannabis/Hash,Pure Quantity 250g,3.702445 BTC,Netherlands
KingLab317,Drugs/Opioids/Fentanyl,Research Chemical Premium Fent 500g,3.344736 BTC,Worldwide
VenomMarket709,Drugs/Prescription/Xanax,Authentic Lab Xanax 7ct,3.357332 BTC,Poland
PureMarket96,Drugs/Ecstasy/Pills,Pure Ecstasy Tabs 2ct,2.82094 BTC,Germany
GreenDealer162,Drugs/Prescription/Xanax,Authentic Pure Xanax 100ct,1.626447 BTC,India
PharmaDirect647,Drugs/Prescription/Adderall,Quality Amphetamine Salts 25ct,2.543087 BTC,Germany
PureMarket96,Drugs/Prescription/Xanax,Authentic Verified Xanax 250ct,5.323031 BTC,USA
BlueStore78,Drugs/Psychedelics/Mushrooms,Tested Cubensis 25g,0.163266 BTC,Spain
SpeedShop481,Drugs/Stimulants/Speed,Quality Grade-A Amphetamine 250g,3.813716 BTC,Netherlands
KingKing458,Fraud/Documents,Fake Premium ID,1.771997 BTC,UK
UltraLab266,Drugs/Opioids/Fentanyl,Premium Fentanyl Powder 7g,7.820895 BTC,Belgium
BlueKing295,Drugs/Opioids/Oxycodone,Tested Percs 1ct,0.371963 BTC,Europe
PharmaSource313,Drugs/Cannabis/Hash,Premium Quantity 5g,5.313077 BTC,USA/Europe
QuickKing639,Drugs/Prescription/Adderall,Authentic Lab Adderall 5ct,1.518186 BTC,Europe
SpeedMarket519,Drugs/Dissociatives/Ketamine,Premium K Powder 500g,1.854644 BTC,China
BlackExpert873,Drugs/Opioids/Heroin,Lab Heroin 25g,1.72092 BTC,China
QuickMaster491,Drugs/Psychedelics/DMT,Lab Spice 100g,2.085958 BTC,USA/Europe
GreenMarket125,Drugs/Opioids/Fentanyl,Research Chemical Premium Fent 250g,3.829783 BTC,Spain
GreenDealer162,Drugs/Prescription/Adderall,Authentic Verified Adderall 100ct,1.211592 BTC,Canada
NightLab646,Drugs/Opioids/Oxycodone,Authentic Tested Oxy 250ct,1.703162 BTC,India
PureMarket224,Drugs/Dissociatives/Ketamine,Premium K Powder 25g,5.303787 BTC,UK
AlphaKing463,Drugs/Opioids/Heroin,Brown Lab Dope 28g,1.271552 BTC,Poland
SilentMaster997,Drugs/Prescription/Adderall,Authentic Premium Adderall 500ct,1.402222 BTC,Australia
VenomMarket709,Drugs/Dissociatives/Ketamine,Research Grade Premium Ketamine 500g,3.463319 BTC,Netherlands
PharmaSource204,Drugs/Cannabis/Hash,Quality Verified Items 50ct,2.483527 BTC,Worldwide
GreenExpert605,Drugs/Psychedelics/LSD,Premium LSD Blotters 250ct,3.443567 BTC,No Info
GhostLab755,Drugs/Opioids/Fentanyl,Verified Fentanyl Powder 100g,2.213805 BTC,Europe
SilentVendor726,Drugs/Psychedelics/Mushrooms,Dried Premium Shrooms 25g,1.174117 BTC,Europe
DeltaMarket543,Drugs/Ecstasy/MDMA,Quality Ecstasy Crystals 14g,2.945387 BTC,Poland
AlphaVendor354,Drugs/Opioids/Heroin,High Quality Pure Heroin 14g,2.321252 BTC,UK
AlphaStore878,Drugs/Psychedelics/DMT,Extracted Tested DMT 50g,7.209936 BTC,Poland
AlphaStore878,Drugs/Cannabis/Edibles,Quality Premium Items 50ct,4.016956 BTC,Spain
BluePro475,Drugs/Stimulants/Meth,Ice Quality Crystal 1g,0.111554 BTC,USA
BluePro475,Drugs/Stimulants/Meth,Premium Premium Meth 2g,0.49315 BTC,India
PharmaExpert186,Drugs/Psychedelics/DMT,Extracted Pure DMT 7g,4.523527 BTC,India
PureMarket96,Drugs/Ecstasy/Pills,Quality Ecstasy Tabs 100ct,0.697733 BTC,USA
QuickKing639,Drugs/Opioids/Oxycodone,Authentic Premium Oxy 7ct,0.747769 BTC,France
QuickDealer552,Drugs/Opioids/Oxycodone,Verified Percs 1ct,1.451212 BTC,China
PharmaBoss522,Fraud/Documents,Premium License Replica,2.560716 BTC,Belgium
UltraKing555,Drugs/Prescription/Adderall,Premium Amphetamine Salts 100ct,3.118484 BTC,Worldwide
CryptoLab868,Drugs/Dissociatives/Ketamine,Quality K Powder 100g,2.596838 BTC,Europe
QuickMaster491,Drugs/Stimulants/Speed,Crystal Quality Speed 2g,2.657105 BTC,USA/Europe
SwiftStore705,Drugs/Ecstasy/Pills,Pure MDMA Pressed Pills 7ct,2.131375 BTC,Worldwide
UltraDirect809,Drugs/Cannabis/Hash,Premium Quantity 28g,1.375458 BTC,Poland
RedLab835,Drugs/Prescription/Adderall,Lab Amphetamine Salts 28ct,3.969963 BTC,Belgium
SecureBoss844,Drugs/Prescription/Tramadol,Lab Tramadol 50ct,2.681964 BTC,Poland
BlackMarket588,Drugs/Stimulants/Cocaine,High Purity Premium Cocaine 2g,0.467988 BTC,UK
SecureBoss844,Drugs/Cannabis/Edibles,Quality Quality Items 2ct,0.394966 BTC,Spain
SpeedShop526,Fraud/Documents,Fake Grade-A ID,0.538572 BTC,UK
OmegaKing43,Drugs/Opioids/Fentanyl,Research Chemical Grade-A Fent 25g,3.635102 BTC,Netherlands
UltraSource684,Drugs/Prescription/Tramadol,Quality Tramadol 10ct,0.403115 BTC,Switzerland
VenomLab714,Drugs/Prescription/Tramadol,Lab Tramadol 2ct,3.24637 BTC,USA
SwiftDealer556,Drugs/Prescription/Adderall,Tested Amphetamine Salts 14ct,5.278544 BTC,No Info
SwiftStore884,Drugs/Opioids/Heroin,High Quality Pure Heroin 1g,1.111374 BTC,Belgium
KingLab317,Drugs/Stimulants/Speed,Crystal Quality Speed 100g,3.146649 BTC,Worldwide
SilentBoss239,Drugs/Opioids/Heroin,High Quality Lab Heroin 100g,0.651155 BTC,Switzerland
